employeeId,firstName,lastName,middleName,email,role,departmentCode,departmentName,positionCode,positionTitle,levelName,levelRank,basicSalary,currency,payFrequency,employmentType,employmentStatus,workLocation,hireDate,reportToEmployeeId
EMP-00990,Angela,Cruz,,angela.cruz.990@example.com,Junior Developer,IT,IT Department,IT-JR-DEV,Junior Developer,Intern / Junior,5,20533,PHP,SEMI_MONTHLY,INTERN,ACTIVE,HYBRID,2023-12-11,EMP-00558
EMP-00991,Angela,Hernandez,Miguel,angela.hernandez.991@example.com,Junior Developer,IT,IT Department,IT-JR-DEV,Junior Developer,Intern / Junior,5,14471,PHP,SEMI_MONTHLY,PROBATIONARY,ACTIVE,HYBRID,2023-01-10,EMP-00664
EMP-00992,Patricia,Reyes,,patricia.reyes.992@example.com,Junior Developer,IT,IT Department,IT-JR-DEV,Junior Developer,Intern / Junior,5,22096,PHP,SEMI_MONTHLY,PROBATIONARY,ACTIVE,HYBRID,2024-09-25,EMP-00532
EMP-00993,Sofia,Garcia,,sofia.garcia.993@example.com,Junior Developer,IT,IT Department,IT-JR-DEV,Junior Developer,Intern / Junior,5,21639,PHP,SEMI_MONTHLY,INTERN,ACTIVE,HYBRID,2023-07-09,EMP-00493
EMP-00994,Camille,Cruz,,camille.cruz.994@example.com,Junior Developer,IT,IT Department,IT-JR-DEV,Junior Developer,Intern / Junior,5,21553,PHP,SEMI_MONTHLY,PROBATIONARY,ACTIVE,ONSITE,2021-01-26,EMP-00344
EMP-00995,Maria,Reyes,,maria.reyes.995@example.com,Junior Developer,IT,IT Department,IT-JR-DEV,Junior Developer,Intern / Junior,5,21508,PHP,SEMI_MONTHLY,INTERN,ACTIVE,ONSITE,2022-11-02,EMP-00421
EMP-00996,Grace,Aquino,,grace.aquino.996@example.com,Junior Developer,IT,IT Department,IT-JR-DEV,Junior Developer,Intern / Junior,5,19420,PHP,SEMI_MONTHLY,INTERN,ACTIVE,ONSITE,2022-03-27,EMP-00563
EMP-00997,Mark,Bautista,Sofia,mark.bautista.997@example.com,Junior Developer,IT,IT Department,IT-JR-DEV,Junior Developer,Intern / Junior,5,22629,PHP,SEMI_MONTHLY,INTERN,ACTIVE,ONSITE,2024-04-06,EMP-00791
EMP-00998,Patricia,Flores,,patricia.flores.998@example.com,Junior Developer,IT,IT Department,IT-JR-DEV,Junior Developer,Intern / Junior,5,18616,PHP,SEMI_MONTHLY,INTERN,ACTIVE,ONSITE,2023-06-18,EMP-00384
EMP-00999,Ana,Vargas,,ana.vargas.999@example.com,Junior Developer,IT,IT Department,IT-JR-DEV,Junior Developer,Intern / Junior,5,17309,PHP,SEMI_MONTHLY,PROBATIONARY,ACTIVE,HYBRID,2023-03-02,EMP-00536
EMP-01000,Rafael,Bautista,Daniel,rafael.bautista.1000@example.com,Junior Developer,IT,IT Department,IT-JR-DEV,Junior Developer,Intern / Junior,5,16683,PHP,SEMI_MONTHLY,INTERN,ACTIVE,ONSITE,2022-08-09,EMP-00548
EMP-01001,Juan,Manalo,,juan.manalo.1001@example.com,Head of Sales,SALES,Sales Department,SALES-HEAD,Head of Sales,Director / Head,1,208743,PHP,SEMI_MONTHLY,REGULAR,ACTIVE,ONSITE,2021-04-25,
EMP-01002,Miguel,Fernandez,Carlos,miguel.fernandez.1002@example.com,Head of Sales,SALES,Sales Department,SALES-HEAD,Head of Sales,Director / Head,1,198279,PHP,SEMI_MONTHLY,REGULAR,ACTIVE,ONSITE,2020-03-06,
EMP-01003,Grace,Manalo,,grace.manalo.1003@example.com,Head of Sales,SALES,Sales Department,SALES-HEAD,Head of Sales,Director / Head,1,200553,PHP,SEMI_MONTHLY,REGULAR,ACTIVE,ONSITE,2021-08-16,
EMP-01004,Nicole,Soriano,,nicole.soriano.1004@example.com,Head of Sales,SALES,Sales Department,SALES-HEAD,Head of Sales,Director / Head,1,200273,PHP,SEMI_MONTHLY,CONSULTANT,ACTIVE,HYBRID,2021-07-09,
EMP-01005,Angela,Aquino,,angela.aquino.1005@example.com,Head of Sales,SALES,Sales Department,SALES-HEAD,Head of Sales,Director / Head,1,200904,PHP,SEMI_MONTHLY,REGULAR,ACTIVE,REMOTE,2021-09-24,
EMP-01006,Sofia,Rivera,,sofia.rivera.1006@example.com,Head of Sales,SALES,Sales Department,SALES-HEAD,Head of Sales,Director / Head,1,190056,PHP,SEMI_MONTHLY,CONSULTANT,ACTIVE,ONSITE,2020-12-09,
EMP-01007,Daniel,Castro,,daniel.castro.1007@example.com,Head of Sales,SALES,Sales Department,SALES-HEAD,Head of Sales,Director / Head,1,197337,PHP,SEMI_MONTHLY,REGULAR,ACTIVE,ONSITE,2021-10-15,
EMP-01008,Daniel,Rivera,,daniel.rivera.1008@example.com,Head of Sales,SALES,Sales Department,SALES-HEAD,Head of Sales,Director / Head,1,207499,PHP,SEMI_MONTHLY,CONSULTANT,ACTIVE,HYBRID,2021-08-14,
EMP-01009,Sofia,Cruz,,sofia.cruz.1009@example.com,Head of Sales,SALES,Sales Department,SALES-HEAD,Head of Sales,Director / Head,1,208261,PHP,SEMI_MONTHLY,REGULAR,ACTIVE,ONSITE,2020-06-25,
EMP-01010,John,Castro,Rafael,john.castro.1010@example.com,Head of Sales,SALES,Sales Department,SALES-HEAD,Head of Sales,Director / Head,1,175757,PHP,SEMI_MONTHLY,REGULAR,ACTIVE,HYBRID,2020-01-16,
EMP-01011,Mark,Gonzales,,mark.gonzales.1011@example.com,Head of Sales,SALES,Sales Department,SALES-HEAD,Head of Sales,Director / Head,1,175303,PHP,SEMI_MONTHLY,CONSULTANT,ACTIVE,ONSITE,2020-05-07,
EMP-01012,Christine,Torres,James,christine.torres.1012@example.com,Head of Sales,SALES,Sales Department,SALES-HEAD,Head of Sales,Director / Head,1,187712,PHP,SEMI_MONTHLY,REGULAR,ACTIVE,ONSITE,2020-08-21,
EMP-01013,Patricia,Aquino,,patricia.aquino.1013@example.com,Head of Sales,SALES,Sales Department,SALES-HEAD,Head of Sales,Director / Head,1,176505,PHP,SEMI_MONTHLY,CONSULTANT,ACTIVE,HYBRID,2021-09-07,
EMP-01014,Patricia,Flores,Patricia,patricia.flores.1014@example.com,Head of Sales,SALES,Sales Department,SALES-HEAD,Head of Sales,Director / Head,1,218514,PHP,SEMI_MONTHLY,CONSULTANT,ACTIVE,HYBRID,2020-08-01,
EMP-01015,Mark,Ramos,,mark.ramos.1015@example.com,Head of Sales,SALES,Sales Department,SALES-HEAD,Head of Sales,Director / Head,1,232129,PHP,SEMI_MONTHLY,CONSULTANT,ACTIVE,REMOTE,2021-10-18,
EMP-01016,Patricia,Hernandez,,patricia.hernandez.1016@example.com,Head of Sales,SALES,Sales Department,SALES-HEAD,Head of Sales,Director / Head,1,245331,PHP,SEMI_MONTHLY,CONSULTANT,ACTIVE,HYBRID,2020-04-20,
EMP-01017,James,Fernandez,Nicole,james.fernandez.1017@example.com,Head of Sales,SALES,Sales Department,SALES-HEAD,Head of Sales,Director / Head,1,248454,PHP,SEMI_MONTHLY,REGULAR,ACTIVE,HYBRID,2021-04-11,
EMP-01018,Mark,Hernandez,,mark.hernandez.1018@example.com,Head of Sales,SALES,Sales Department,SALES-HEAD,Head of Sales,Director / Head,1,248032,PHP,SEMI_MONTHLY,REGULAR,ACTIVE,ONSITE,2021-12-13,
EMP-01019,James,Garcia,,james.garcia.1019@example.com,Head of Sales,SALES,Sales Department,SALES-HEAD,Head of Sales,Director / Head,1,183882,PHP,SEMI_MONTHLY,CONSULTANT,ACTIVE,ONSITE,2020-12-24,
EMP-01020,Nicole,Lopez,Angela,nicole.lopez.1020@example.com,Head of Sales,SALES,Sales Department,SALES-HEAD,Head of Sales,Director / Head,1,214164,PHP,SEMI_MONTHLY,REGULAR,ACTIVE,ONSITE,2020-03-22,
EMP-01021,Isabella,Bautista,Grace,isabella.bautista.1021@example.com,Sales Manager,SALES,Sales Department,SALES-MGR,Sales Manager,Manager / Lead,2,166455,PHP,SEMI_MONTHLY,PROBATIONARY,ACTIVE,ONSITE,2021-04-05,EMP-01003
EMP-01022,Christine,Bautista,Nicole,christine.bautista.1022@example.com,Sales Manager,SALES,Sales Department,SALES-MGR,Sales Manager,Manager / Lead,2,171903,PHP,SEMI_MONTHLY,PROBATIONARY,ACTIVE,ONSITE,2020-01-24,EMP-01012
EMP-01023,Mark,Cruz,Miguel,mark.cruz.1023@example.com,Sales Manager,SALES,Sales Department,SALES-MGR,Sales Manager,Manager / Lead,2,117179,PHP,SEMI_MONTHLY,REGULAR,ACTIVE,ONSITE,2020-02-02,EMP-01002
EMP-01024,John,Mendoza,,john.mendoza.1024@example.com,Sales Manager,SALES,Sales Department,SALES-MGR,Sales Manager,Manager / Lead,2,137769,PHP,SEMI_MONTHLY,PROBATIONARY,ACTIVE,REMOTE,2020-10-18,EMP-01011
EMP-01025,Mark,Cruz,Jose,mark.cruz.1025@example.com,Sales Manager,SALES,Sales Department,SALES-MGR,Sales Manager,Manager / Lead,2,163976,PHP,SEMI_MONTHLY,PROBATIONARY,ACTIVE,REMOTE,2020-05-15,EMP-01007
EMP-01026,John,Rivera,,john.rivera.1026@example.com,Sales Manager,SALES,Sales Department,SALES-MGR,Sales Manager,Manager / Lead,2,116021,PHP,SEMI_MONTHLY,REGULAR,ACTIVE,ONSITE,2020-11-06,EMP-01020
EMP-01027,Juan,Bautista,,juan.bautista.1027@example.com,Sales Manager,SALES,Sales Department,SALES-MGR,Sales Manager,Manager / Lead,2,109964,PHP,SEMI_MONTHLY,PROBATIONARY,ACTIVE,ONSITE,2020-03-07,EMP-01011
EMP-01028,James,Garcia,,james.garcia.1028@example.com,Sales Manager,SALES,Sales Department,SALES-MGR,Sales Manager,Manager / Lead,2,166325,PHP,SEMI_MONTHLY,PROBATIONARY,ACTIVE,ONSITE,2020-10-22,EMP-01006
EMP-01029,Maria,Rivera,,maria.rivera.1029@example.com,Sales Manager,SALES,Sales Department,SALES-MGR,Sales Manager,Manager / Lead,2,102433,PHP,SEMI_MONTHLY,REGULAR,ACTIVE,ONSITE,2020-08-17,EMP-01001
EMP-01030,Kevin,Fernandez,,kevin.fernandez.1030@example.com,Sales Manager,SALES,Sales Department,SALES-MGR,Sales Manager,Manager / Lead,2,135427,PHP,SEMI_MONTHLY,REGULAR,ACTIVE,ONSITE,2021-06-26,EMP-01008
EMP-01031,John,Aquino,,john.aquino.1031@example.com,Sales Manager,SALES,Sales Department,SALES-MGR,Sales Manager,Manager / Lead,2,147373,PHP,SEMI_MONTHLY,REGULAR,ACTIVE,ONSITE,2021-09-24,EMP-01009
EMP-01032,Daniel,Lopez,Patricia,daniel.lopez.1032@example.com,Sales Manager,SALES,Sales Department,SALES-MGR,Sales Manager,Manager / Lead,2,170232,PHP,SEMI_MONTHLY,REGULAR,ACTIVE,ONSITE,2020-01-28,EMP-01019
EMP-01033,Jose,Rivera,Maria,jose.rivera.1033@example.com,Sales Manager,SALES,Sales Department,SALES-MGR,Sales Manager,Manager / Lead,2,179594,PHP,SEMI_MONTHLY,REGULAR,ACTIVE,REMOTE,2020-10-09,EMP-01002
EMP-01034,Rafael,Aquino,Mark,rafael.aquino.1034@example.com,Sales Manager,SALES,Sales Department,SALES-MGR,Sales Manager,Manager / Lead,2,154773,PHP,SEMI_MONTHLY,PROBATIONARY,ACTIVE,HYBRID,2021-02-03,EMP-01020
EMP-01035,Daniel,Ramos,,daniel.ramos.1035@example.com,Sales Manager,SALES,Sales Department,SALES-MGR,Sales Manager,Manager / Lead,2,157963,PHP,SEMI_MONTHLY,REGULAR,ACTIVE,ONSITE,2020-03-25,EMP-01018
EMP-01036,Maria,Mendoza,,maria.mendoza.1036@example.com,Sales Manager,SALES,Sales Department,SALES-MGR,Sales Manager,Manager / Lead,2,105006,PHP,SEMI_MONTHLY,PROBATIONARY,ACTIVE,REMOTE,2020-04-11,EMP-01002
EMP-01037,Sofia,Reyes,,sofia.reyes.1037@example.com,Sales Manager,SALES,Sales Department,SALES-MGR,Sales Manager,Manager / Lead,2,119997,PHP,SEMI_MONTHLY,REGULAR,ACTIVE,ONSITE,2021-04-01,EMP-01011
EMP-01038,Isabella,Garcia,Kevin,isabella.garcia.1038@example.com,Sales Manager,SALES,Sales Department,SALES-MGR,Sales Manager,Manager / Lead,2,145918,PHP,SEMI_MONTHLY,REGULAR,ACTIVE,ONSITE,2021-12-17,EMP-01005
EMP-01039,Daniel,Reyes,,daniel.reyes.1039@example.com,Sales Manager,SALES,Sales Department,SALES-MGR,Sales Manager,Manager / Lead,2,114341,PHP,SEMI_MONTHLY,PROBATIONARY,ACTIVE,REMOTE,2021-01-01,EMP-01008
EMP-01040,John,Vargas,,john.vargas.1040@example.com,Sales Manager,SALES,Sales Department,SALES-MGR,Sales Manager,Manager / Lead,2,155549,PHP,SEMI_MONTHLY,REGULAR,ACTIVE,HYBRID,2020-06-23,EMP-01011
EMP-01041,Jose,Castro,Daniel,jose.castro.1041@example.com,Sales Manager,SALES,Sales Department,SALES-MGR,Sales Manager,Manager / Lead,2,118539,PHP,SEMI_MONTHLY,REGULAR,ACTIVE,HYBRID,2021-10-28,EMP-01012
EMP-01042,Jose,Flores,,jose.flores.1042@example.com,Sales Manager,SALES,Sales Department,SALES-MGR,Sales Manager,Manager / Lead,2,165576,PHP,SEMI_MONTHLY,REGULAR,ACTIVE,REMOTE,2021-08-15,EMP-01010
EMP-01043,Maria,Aquino,,maria.aquino.1043@example.com,Sales Manager,SALES,Sales Department,SALES-MGR,Sales Manager,Manager / Lead,2,126106,PHP,SEMI_MONTHLY,REGULAR,ACTIVE,ONSITE,2021-08-17,EMP-01013
EMP-01044,Angela,Mendoza,James,angela.mendoza.1044@example.com,Sales Manager,SALES,Sales Department,SALES-MGR,Sales Manager,Manager / Lead,2,178009,PHP,SEMI_MONTHLY,PROBATIONARY,ACTIVE,HYBRID,2021-09-05,EMP-01011
EMP-01045,Juan,Hernandez,Sofia,juan.hernandez.1045@example.com,Sales Manager,SALES,Sales Department,SALES-MGR,Sales Manager,Manager / Lead,2,137549,PHP,SEMI_MONTHLY,REGULAR,ACTIVE,ONSITE,2020-01-04,EMP-01013
EMP-01046,Miguel,Rivera,,miguel.rivera.1046@example.com,Sales Manager,SALES,Sales Department,SALES-MGR,Sales Manager,Manager / Lead,2,122693,PHP,SEMI_MONTHLY,REGULAR,ACTIVE,HYBRID,2021-03-26,EMP-01014
EMP-01047,Ana,Bautista,Patricia,ana.bautista.1047@example.com,Sales Manager,SALES,Sales Department,SALES-MGR,Sales Manager,Manager / Lead,2,119905,PHP,SEMI_MONTHLY,REGULAR,ACTIVE,HYBRID,2020-04-06,EMP-01015
EMP-01048,Miguel,Vargas,,miguel.vargas.1048@example.com,Sales Manager,SALES,Sales Department,SALES-MGR,Sales Manager,Manager / Lead,2,111386,PHP,SEMI_MONTHLY,REGULAR,ACTIVE,ONSITE,2020-03-10,EMP-01015
EMP-01049,Jose,Pascual,,jose.pascual.1049@example.com,Sales Manager,SALES,Sales Department,SALES-MGR,Sales Manager,Manager / Lead,2,114240,PHP,SEMI_MONTHLY,PROBATIONARY,ACTIVE,ONSITE,2020-09-08,EMP-01005
EMP-01050,Camille,Soriano,,camille.soriano.1050@example.com,Sales Manager,SALES,Sales Department,SALES-MGR,Sales Manager,Manager / Lead,2,118602,PHP,SEMI_MONTHLY,REGULAR,ACTIVE,ONSITE,2021-02-08,EMP-01016
EMP-01051,John,Rivera,,john.rivera.1051@example.com,Sales Manager,SALES,Sales Department,SALES-MGR,Sales Manager,Manager / Lead,2,179298,PHP,SEMI_MONTHLY,REGULAR,ACTIVE,ONSITE,2020-11-11,EMP-01015
EMP-01052,Christine,Bautista,Miguel,christine.bautista.1052@example.com,Sales Manager,SALES,Sales Department,SALES-MGR,Sales Manager,Manager / Lead,2,129996,PHP,SEMI_MONTHLY,PROBATIONARY,ACTIVE,REMOTE,2020-08-26,EMP-01017
EMP-01053,Ana,Flores,Angela,ana.flores.1053@example.com,Sales Manager,SALES,Sales Department,SALES-MGR,Sales Manager,Manager / Lead,2,120306,PHP,SEMI_MONTHLY,PROBATIONARY,ACTIVE,HYBRID,2020-07-02,EMP-01006
EMP-01054,Rafael,Vargas,,rafael.vargas.1054@example.com,Sales Manager,SALES,Sales Department,SALES-MGR,Sales Manager,Manager / Lead,2,150615,PHP,SEMI_MONTHLY,REGULAR,ACTIVE,ONSITE,2021-11-01,EMP-01013
EMP-01055,John,Vargas,Patricia,john.vargas.1055@example.com,Sales Manager,SALES,Sales Department,SALES-MGR,Sales Manager,Manager / Lead,2,126791,PHP,SEMI_MONTHLY,PROBATIONARY,ACTIVE,REMOTE,2020-02-25,EMP-01019
EMP-01056,Camille,Torres,,camille.torres.1056@example.com,Sales Manager,SALES,Sales Department,SALES-MGR,Sales Manager,Manager / Lead,2,143690,PHP,SEMI_MONTHLY,REGULAR,ACTIVE,HYBRID,2020-11-13,EMP-01019
EMP-01057,Nicole,Santos,Rafael,nicole.santos.1057@example.com,Sales Manager,SALES,Sales Department,SALES-MGR,Sales Manager,Manager / Lead,2,103155,PHP,SEMI_MONTHLY,REGULAR,ACTIVE,ONSITE,2020-05-08,EMP-01002
EMP-01058,Juan,Lopez,,juan.lopez.1058@example.com,Sales Manager,SALES,Sales Department,SALES-MGR,Sales Manager,Manager / Lead,2,105704,PHP,SEMI_MONTHLY,REGULAR,ACTIVE,HYBRID,2020-05-25,EMP-01006
EMP-01059,Maria,Pascual,Sofia,maria.pascual.1059@example.com,Sales Manager,SALES,Sales Department,SALES-MGR,Sales Manager,Manager / Lead,2,175716,PHP,SEMI_MONTHLY,REGULAR,ACTIVE,ONSITE,2020-02-16,EMP-01012
EMP-01060,Christine,Flores,John,christine.flores.1060@example.com,Sales Manager,SALES,Sales Department,SALES-MGR,Sales Manager,Manager / Lead,2,179844,PHP,SEMI_MONTHLY,PROBATIONARY,ACTIVE,ONSITE,2021-10-05,EMP-01012
EMP-01061,Christine,Garcia,John,christine.garcia.1061@example.com,Sales Manager,SALES,Sales Department,SALES-MGR,Sales Manager,Manager / Lead,2,145698,PHP,SEMI_MONTHLY,REGULAR,ACTIVE,ONSITE,2021-06-16,EMP-01003
EMP-01062,Ana,Pascual,,ana.pascual.1062@example.com,Sales Manager,SALES,Sales Department,SALES-MGR,Sales Manager,Manager / Lead,2,124481,PHP,SEMI_MONTHLY,PROBATIONARY,ACTIVE,REMOTE,2021-01-19,EMP-01017
EMP-01063,Christine,Cruz,Carlos,christine.cruz.1063@example.com,Sales Manager,SALES,Sales Department,SALES-MGR,Sales Manager,Manager / Lead,2,167372,PHP,SEMI_MONTHLY,PROBATIONARY,ACTIVE,REMOTE,2020-03-09,EMP-01002
EMP-01064,Nicole,Aquino,,nicole.aquino.1064@example.com,Sales Manager,SALES,Sales Department,SALES-MGR,Sales Manager,Manager / Lead,2,153912,PHP,SEMI_MONTHLY,PROBATIONARY,ACTIVE,REMOTE,2021-07-22,EMP-01012
EMP-01065,Daniel,Castro,,daniel.castro.1065@example.com,Sales Manager,SALES,Sales Department,SALES-MGR,Sales Manager,Manager / Lead,2,164011,PHP,SEMI_MONTHLY,PROBATIONARY,ACTIVE,ONSITE,2020-09-15,EMP-01003
EMP-01066,Kevin,Lopez,,kevin.lopez.1066@example.com,Sales Manager,SALES,Sales Department,SALES-MGR,Sales Manager,Manager / Lead,2,164772,PHP,SEMI_MONTHLY,PROBATIONARY,ACTIVE,HYBRID,2020-11-17,EMP-01009
EMP-01067,Carlos,Manalo,,carlos.manalo.1067@example.com,Sales Manager,SALES,Sales Department,SALES-MGR,Sales Manager,Manager / Lead,2,151430,PHP,SEMI_MONTHLY,REGULAR,ACTIVE,HYBRID,2021-10-14,EMP-01017
EMP-01068,Carlos,Hernandez,,carlos.hernandez.1068@example.com,Sales Manager,SALES,Sales Department,SALES-MGR,Sales Manager,Manager / Lead,2,159110,PHP,SEMI_MONTHLY,REGULAR,ACTIVE,ONSITE,2020-08-25,EMP-01017
EMP-01069,Jose,Manalo,Nicole,jose.manalo.1069@example.com,Sales Manager,SALES,Sales Department,SALES-MGR,Sales Manager,Manager / Lead,2,151920,PHP,SEMI_MONTHLY,REGULAR,ACTIVE,HYBRID,2021-06-14,EMP-01004
EMP-01070,Kevin,Gonzales,,kevin.gonzales.1070@example.com,Sales Manager,SALES,Sales Department,SALES-MGR,Sales Manager,Manager / Lead,2,142250,PHP,SEMI_MONTHLY,REGULAR,ACTIVE,HYBRID,2021-10-03,EMP-01011
EMP-01071,Jose,Rivera,Jose,jose.rivera.1071@example.com,Sales Manager,SALES,Sales Department,SALES-MGR,Sales Manager,Manager / Lead,2,153956,PHP,SEMI_MONTHLY,REGULAR,ACTIVE,HYBRID,2021-08-09,EMP-01002
EMP-01072,Mark,Flores,,mark.flores.1072@example.com,Sales Manager,SALES,Sales Department,SALES-MGR,Sales Manager,Manager / Lead,2,177389,PHP,SEMI_MONTHLY,PROBATIONARY,ACTIVE,REMOTE,2020-05-17,EMP-01020
EMP-01073,Rafael,Vargas,Patricia,rafael.vargas.1073@example.com,Sales Manager,SALES,Sales Department,SALES-MGR,Sales Manager,Manager / Lead,2,153717,PHP,SEMI_MONTHLY,REGULAR,ACTIVE,ONSITE,2021-08-04,EMP-01007
EMP-01074,Angela,Ramos,Angela,angela.ramos.1074@example.com,Sales Manager,SALES,Sales Department,SALES-MGR,Sales Manager,Manager / Lead,2,177487,PHP,SEMI_MONTHLY,REGULAR,ACTIVE,ONSITE,2020-08-28,EMP-01001
EMP-01075,Jose,Hernandez,,jose.hernandez.1075@example.com,Sales Manager,SALES,Sales Department,SALES-MGR,Sales Manager,Manager / Lead,2,146670,PHP,SEMI_MONTHLY,REGULAR,ACTIVE,HYBRID,2021-01-02,EMP-01009
EMP-01076,Daniel,Mendoza,,daniel.mendoza.1076@example.com,Sales Manager,SALES,Sales Department,SALES-MGR,Sales Manager,Manager / Lead,2,162743,PHP,SEMI_MONTHLY,REGULAR,ACTIVE,ONSITE,2021-01-14,EMP-01007
EMP-01077,Mark,Reyes,,mark.reyes.1077@example.com,Sales Manager,SALES,Sales Department,SALES-MGR,Sales Manager,Manager / Lead,2,104462,PHP,SEMI_MONTHLY,PROBATIONARY,ACTIVE,HYBRID,2020-01-11,EMP-01008
EMP-01078,Angela,Flores,Sofia,angela.flores.1078@example.com,Sales Manager,SALES,Sales Department,SALES-MGR,Sales Manager,Manager / Lead,2,107090,PHP,SEMI_MONTHLY,REGULAR,ACTIVE,ONSITE,2021-09-28,EMP-01002
EMP-01079,Maria,Bautista,,maria.bautista.1079@example.com,Sales Manager,SALES,Sales Department,SALES-MGR,Sales Manager,Manager / Lead,2,119454,PHP,SEMI_MONTHLY,REGULAR,ACTIVE,ONSITE,2020-11-18,EMP-01007
EMP-01080,John,Lopez,,john.lopez.1080@example.com,Sales Manager,SALES,Sales Department,SALES-MGR,Sales Manager,Manager / Lead,2,165926,PHP,SEMI_MONTHLY,REGULAR,ACTIVE,REMOTE,2021-02-06,EMP-01011
EMP-01081,Daniel,Mendoza,Patricia,daniel.mendoza.1081@example.com,Sales Manager,SALES,Sales Department,SALES-MGR,Sales Manager,Manager / Lead,2,148907,PHP,SEMI_MONTHLY,REGULAR,ACTIVE,ONSITE,2021-10-25,EMP-01006
EMP-01082,Sofia,Rivera,Carlos,sofia.rivera.1082@example.com,Sales Manager,SALES,Sales Department,SALES-MGR,Sales Manager,Manager / Lead,2,132168,PHP,SEMI_MONTHLY,PROBATIONARY,ACTIVE,ONSITE,2021-06-10,EMP-01005
EMP-01083,Sofia,Manalo,Sofia,sofia.manalo.1083@example.com,Sales Manager,SALES,Sales Department,SALES-MGR,Sales Manager,Manager / Lead,2,103366,PHP,SEMI_MONTHLY,REGULAR,ACTIVE,ONSITE,2020-11-11,EMP-01007
EMP-01084,Christine,Soriano,,christine.soriano.1084@example.com,Sales Manager,SALES,Sales Department,SALES-MGR,Sales Manager,Manager / Lead,2,157642,PHP,SEMI_MONTHLY,REGULAR,ACTIVE,ONSITE,2021-04-21,EMP-01016
EMP-01085,Christine,Ramos,,christine.ramos.1085@example.com,Sales Manager,SALES,Sales Department,SALES-MGR,Sales Manager,Manager / Lead,2,143672,PHP,SEMI_MONTHLY,REGULAR,ACTIVE,ONSITE,2021-03-02,EMP-01011
EMP-01086,James,Gonzales,John,james.gonzales.1086@example.com,Sales Manager,SALES,Sales Department,SALES-MGR,Sales Manager,Manager / Lead,2,169127,PHP,SEMI_MONTHLY,REGULAR,ACTIVE,HYBRID,2021-10-07,EMP-01006
EMP-01087,Angela,Rivera,Isabella,angela.rivera.1087@example.com,Sales Manager,SALES,Sales Department,SALES-MGR,Sales Manager,Manager / Lead,2,114088,PHP,SEMI_MONTHLY,REGULAR,ACTIVE,HYBRID,2020-03-23,EMP-01017
EMP-01088,Isabella,Mendoza,,isabella.mendoza.1088@example.com,Sales Manager,SALES,Sales Department,SALES-MGR,Sales Manager,Manager / Lead,2,103234,PHP,SEMI_MONTHLY,REGULAR,ACTIVE,ONSITE,2021-08-17,EMP-01015
EMP-01089,Kevin,Reyes,,kevin.reyes.1089@example.com,Sales Manager,SALES,Sales Department,SALES-MGR,Sales Manager,Manager / Lead,2,134222,PHP,SEMI_MONTHLY,REGULAR,ACTIVE,ONSITE,2020-03-19,EMP-01014
EMP-01090,Maria,Vargas,,maria.vargas.1090@example.com,Sales Manager,SALES,Sales Department,SALES-MGR,Sales Manager,Manager / Lead,2,100091,PHP,SEMI_MONTHLY,REGULAR,ACTIVE,ONSITE,2021-09-15,EMP-01004
EMP-01091,Carlos,Gonzales,Mark,carlos.gonzales.1091@example.com,Sales Manager,SALES,Sales Department,SALES-MGR,Sales Manager,Manager / Lead,2,105511,PHP,SEMI_MONTHLY,PROBATIONARY,ACTIVE,HYBRID,2021-05-13,EMP-01019
EMP-01092,Sofia,Manalo,,sofia.manalo.1092@example.com,Sales Manager,SALES,Sales Department,SALES-MGR,Sales Manager,Manager / Lead,2,176345,PHP,SEMI_MONTHLY,REGULAR,ACTIVE,ONSITE,2021-11-21,EMP-01019
EMP-01093,Ana,Fernandez,,ana.fernandez.1093@example.com,Sales Manager,SALES,Sales Department,SALES-MGR,Sales Manager,Manager / Lead,2,166473,PHP,SEMI_MONTHLY,REGULAR,ACTIVE,REMOTE,2021-01-02,EMP-01020
EMP-01094,Carlos,Hernandez,,carlos.hernandez.1094@example.com,Sales Manager,SALES,Sales Department,SALES-MGR,Sales Manager,Manager / Lead,2,170902,PHP,SEMI_MONTHLY,PROBATIONARY,ACTIVE,HYBRID,2020-10-18,EMP-01011
EMP-01095,Isabella,Castro,,isabella.castro.1095@example.com,Sales Manager,SALES,Sales Department,SALES-MGR,Sales Manager,Manager / Lead,2,117567,PHP,SEMI_MONTHLY,REGULAR,ACTIVE,ONSITE,2020-08-08,EMP-01018
EMP-01096,Ana,Manalo,Rafael,ana.manalo.1096@example.com,Sales Manager,SALES,Sales Department,SALES-MGR,Sales Manager,Manager / Lead,2,140121,PHP,SEMI_MONTHLY,REGULAR,ACTIVE,REMOTE,2020-04-28,EMP-01020
EMP-01097,Jose,Ramos,,jose.ramos.1097@example.com,Sales Manager,SALES,Sales Department,SALES-MGR,Sales Manager,Manager / Lead,2,150903,PHP,SEMI_MONTHLY,REGULAR,ACTIVE,HYBRID,2021-04-14,EMP-01007
EMP-01098,Daniel,Castro,,daniel.castro.1098@example.com,Sales Manager,SALES,Sales Department,SALES-MGR,Sales Manager,Manager / Lead,2,165919,PHP,SEMI_MONTHLY,REGULAR,ACTIVE,ONSITE,2021-11-20,EMP-01012
